id,code,name
product_uom_code_d26,D26,metro cuadrado por voltio segundo
product_uom_code_d27,D27,esteradiano
product_uom_code_d28,D28,sifón
product_uom_code_d29,D29,terahercios
product_uom_code_d30,D30,terajulio
product_uom_code_d31,D31,teravatio
product_uom_code_d32,D32,hora de teravatio
product_uom_code_d33,D33,tesla
product_uom_code_d34,D34,Texas
product_uom_code_d35,D35,caloría termoquímica
product_uom_code_d37,D37,caloría termoquímica por gramo kelvin
product_uom_code_d38,D38,calorías termoquímicas por segundo centímetro kelvin
product_uom_code_d39,D39,calorías termoquímicas por segundo centímetro cuadrado kelvin
product_uom_code_d40,D40,mil litros
product_uom_code_d41,D41,tonelada por metro cúbico
product_uom_code_d42,D42,año tropical
product_uom_code_d43,D43,unidad de masa atómica unificada
product_uom_code_d44,D44,var
product_uom_code_d45,D45,voltios al cuadrado por kelvin al cuadrado
product_uom_code_d46,D46,voltio – amperio
product_uom_code_d47,D47,voltio por centímetro
product_uom_code_d48,D48,voltio por kelvin
product_uom_code_d49,D49,milivoltios por kelvin
product_uom_code_d5,D5,kilogramo por centímetro cuadrado
product_uom_code_d50,D50,voltios por metro
product_uom_code_d51,D51,voltios por milímetro
product_uom_code_d52,D52,vatios por kelvin
product_uom_code_d53,D53,vatios por metro kelvin
product_uom_code_d54,D54,vatios por metro cuadrado
product_uom_code_d55,D55,vatios por metro cuadrado kelvin
product_uom_code_d56,D56,vatios por metro cuadrado de kelvin a la cuarta potencia
product_uom_code_d57,D57,vatios por steradian
product_uom_code_d58,D58,vatios por metro cuadrado esterlino
product_uom_code_d59,D59,weber por metro
product_uom_code_d6,D6,röntgen por segundo
product_uom_code_d60,D60,weber por milímetro
product_uom_code_d61,D61,minuto
product_uom_code_d62,D62,segundo
product_uom_code_d63,D63,libro
product_uom_code_d64,D64,bloquear
product_uom_code_d65,D65,redondo
product_uom_code_d66,D66,casete
product_uom_code_d67,D67,dólar por hora
product_uom_code_d69,D69,pulgada a la cuarta potencia
product_uom_code_d7,D7,Sandwich
product_uom_code_d70,D70,Tabla Internacional (IT) caloría
product_uom_code_d71,D71,Tabla Internacional (IT) calorías por segundo centímetro kelvin
product_uom_code_d72,D72,Tabla Internacional (IT) calorías por segundo centímetro cuadrado kelvin
product_uom_code_d73,D73,joule metro cuadrado
product_uom_code_d74,D74,kilogramo por mol
product_uom_code_d75,D75,Tabla Internacional (IT) calorías por gramo
product_uom_code_d76,D76,Tabla Internacional (IT) calorías por gramo kelvin
product_uom_code_d77,D77,megacoulomb
product_uom_code_d79,D79,haz
product_uom_code_d8,D8,puntaje de drenaje
product_uom_code_d80,D80,microwatt
product_uom_code_d81,D81,microtesla
product_uom_code_d82,D82,microvoltio
product_uom_code_d83,D83,medidor de millinewton
product_uom_code_d85,D85,microwatt por metro cuadrado
product_uom_code_d86,D86,Millicoulomb
product_uom_code_d87,D87,milimol por kilogramo
product_uom_code_d88,D88,millicoulomb por metro cúbico
product_uom_code_d89,D89,millicoulomb por metro cuadrado
product_uom_code_d9,D9,dina por centímetro cuadrado
product_uom_code_d90,D90,metro cúbico (neto)
product_uom_code_d91,D91,movimiento rápido del ojo
product_uom_code_d92,D92,banda
product_uom_code_d93,D93,segundo por metro cúbico
product_uom_code_d94,D94,segundo por metro cúbico radianes
product_uom_code_d95,D95,julios por gramo
product_uom_code_d96,D96,libra bruta
product_uom_code_d97,D97,carga de palet / unidad
product_uom_code_d98,D98,libra de masa
product_uom_code_d99,D99,manga
product_uom_code_daa,DAA,despreciar
product_uom_code_dad,DAD,diez dias
product_uom_code_day,DAY,día
product_uom_code_db,DB,libra seca
product_uom_code_dc,DC,disco
product_uom_code_dd,DD,la licenciatura
product_uom_code_de,DE,acuerdo
product_uom_code_dec,DEC,década
product_uom_code_dg,DG,decigramo
product_uom_code_di,DI,dispensador
product_uom_code_dj,DJ,decagramo
product_uom_code_dlt,DLT,decilitro
product_uom_code_dmk,DMK,nformaci cuadrado
product_uom_code_dmq,DMQ,decímetro cúbico
product_uom_code_dmt,DMT,decímetro
product_uom_code_dn,DN,medidor de decinewton
product_uom_code_dpc,DPC,docena pieza
product_uom_code_dpr,DPR,docena par
product_uom_code_dpt,DPT,tonelaje de desplazamiento
product_uom_code_dq,DQ,registro de datos
product_uom_code_dr,DR,tambor
product_uom_code_dra,DRA,dram (US)
product_uom_code_dri,DRI,dram (Reino Unido)
product_uom_code_drl,DRL,docena rollo
product_uom_code_drm,DRM,dracma (Reino Unido)
product_uom_code_ds,DS,monitor
product_uom_code_dt,DT,tonelada seca
product_uom_code_dtn,DTN,Decitonne
product_uom_code_du,DU,dina
product_uom_code_dwt,DWT,pennyweight
product_uom_code_dx,DX,dina por centímetro
product_uom_code_dy,DY,libro de directorio
product_uom_code_dzn,DZN,docena
product_uom_code_dzp,DZP,paquete de doce
product_uom_code_e2,E2,cinturón
product_uom_code_e3,E3,remolque
product_uom_code_e4,E4,kilogramo bruto
product_uom_code_e5,E5,tonelada métrica larga
product_uom_code_ea,EA,cada
product_uom_code_eb,EB,casilla de correo electrónico
product_uom_code_ce,CE,cada uno por mes
product_uom_code_ep,EP,paquete de once
product_uom_code_eq,EQ,galón equivalente
product_uom_code_ev,EV,sobre
product_uom_code_f1,F1,mil pies cúbicos por día
product_uom_code_f9,F9,Fibra por centímetro cúbico de aire
product_uom_code_fah,FAH,grado Fahrenheit
product_uom_code_far,FAR,faradio
product_uom_code_fb,FB,campo
product_uom_code_fc,FC,mil pies cúbicos
product_uom_code_fd,FD,millón de partículas por pie cúbico
product_uom_code_fe,FE,pie de pista
product_uom_code_ff,FF,cien metros cúbicos
product_uom_code_fg,FG,parche transdérmico
product_uom_code_fh,FH,micromol
product_uom_code_fl,FL,tonelada en escamas
product_uom_code_fm,FM,millones de pies cúbicos
product_uom_code_fot,FOT,pie
product_uom_code_fp,FP,libra por pie cuadrado
product_uom_code_fr,FR,pie por minuto
product_uom_code_fs,FS,pie por segundo
product_uom_code_ftk,FTK,pie cuadrado
product_uom_code_ftq,FTQ,pie cubico
product_uom_code_g2,G2,US galones por minuto
product_uom_code_g3,G3,Galon imperial por minuto
product_uom_code_g7,G7,hoja de microficha
product_uom_code_gb,GB,galón (US) por día
product_uom_code_gbq,GBQ,gigabecquerel
product_uom_code_gc,GC,gramo por 100 gramo
product_uom_code_gd,GD,barril bruto
product_uom_code_ge,GE,libra por galón (US)
product_uom_code_gf,GF,gramo por metro (gramo por 100 centímetros)
product_uom_code_gfi,GFI,gramo de isótopo fisionable
product_uom_code_ggr,GGR,gramo
product_uom_code_gh,GH,medio galón (EE. UU.)
product_uom_code_gia,GIA,branquias
product_uom_code_gii,GII,Gill (Reino Unido)
product_uom_code_gj,GJ,gramo por mililitro
product_uom_code_g k,G K,gramo por kilogramo
product_uom_code_gl,GL,gramo por litro
product_uom_code_gld,GLD,galón seco (EE. UU.)
product_uom_code_gli,GLI,galón (Reino Unido)
product_uom_code_gll,GLL,galón
product_uom_code_gm,GM,gramo por metro cuadrado
product_uom_code_gn,GN,galón bruto
product_uom_code_go,GO,miligramos por metro cuadrado
product_uom_code_gp,GP,miligramo por metro cúbico
product_uom_code_gq,GQ,microgramos por metro cúbico
product_uom_code_grm,GRM,gramo
product_uom_code_grn,GRN,grano
product_uom_code_gro,GRO,bruto
product_uom_code_grt,GRT,tonelada de registro bruto
product_uom_code_gt,GT,tonelada bruta
product_uom_code_gv,GV,gigajoule
product_uom_code_gw,GW,galón por mil pies cúbicos
product_uom_code_gwh,GWH,hora de gigavatios
product_uom_code_gy,GY,patio bruto
product_uom_code_gz,GZ,sistema de medición
product_uom_code_h1,H1,media página – electrónica
product_uom_code_h2,H2,medio litro
product_uom_code_ha,HA,madeja
product_uom_code_har,HAR,hectárea
product_uom_code_hba,HBA,hectobar
product_uom_code_hbx,HBX,cien cajas
product_uom_code_hc,HC,cien cuentas
product_uom_code_hd,HD,media docena
product_uom_code_él,ÉL,centésima de quilate
product_uom_code_hf,HF,cien pies
product_uom_code_hgm,HGM,hectogramo
product_uom_code_hh,HH,cien pies cúbicos
product_uom_code_hi,HI,cien hojas
product_uom_code_hiu,HIU,cien unidades internacionales
product_uom_code_hj,HJ,caballo métrico
product_uom_code_hk,HK,cien kilogramos
product_uom_code_hl,HL,cien pies (lineales)
product_uom_code_hlt,HLT,hectolitro
product_uom_code_hm,HM,milla por hora
product_uom_code_hmq,HMQ,millones de metros cúbicos
product_uom_code_hmt,HMT,hectómetro
product_uom_code_hn,HN,milímetro convencional de mercurio
product_uom_code_ho,HO,cien onzas troy
product_uom_code_hp,HP,milímetro convencional de agua
product_uom_code_hpa,HPA,hectolitro de alcohol puro
product_uom_code_hs,HS,cien pies cuadrados
product_uom_code_ht,HT,media hora
product_uom_code_htz,HTZ,hertz
product_uom_code_hur,HUR,hora
product_uom_code_hy,HY,cien yardas
product_uom_code_ia,IA,pulgada libra
product_uom_code_ic,IC,contar por pulgada
product_uom_code_ie,IE,persona
product_uom_code_if,IF,pulgadas de agua
product_uom_code_ii,II,columna pulgada
product_uom_code_il,IL,pulgada por minuto
product_uom_code_im,IM,impresión
product_uom_code_inh,INH,pulgada
product_uom_code_ink,INK,pulgada cuadrada
product_uom_code_inq,INQ,pulgada en cubos
product_uom_code_ip,IP,póliza de seguros
product_uom_code_it,IT,conteo por centímetro
product_uom_code_iu,IU,pulgada por segundo (velocidad lineal)
product_uom_code_iv,IV,pulgada por segundo al cuadrado (aceleración)
product_uom_code_j2,J2,julios por kilogramo
product_uom_code_jb,JB,jumbo
product_uom_code_je,JE,joule por kelvin
product_uom_code_jg,JG,jarra
product_uom_code_jk,JK,megajulio por kilogramo
product_uom_code_jm,JM,megajulio por metro cúbico
product_uom_code_jo,JO,articulación
product_uom_code_jou,JOU,joule
product_uom_code_jr,JR,tarro
product_uom_code_k1,K1,demanda de kilovatios
product_uom_code_k2,K2,kilovoltios amperios reactivos de demanda
product_uom_code_k3,K3,kilovoltio amperio hora reactiva
product_uom_code_k5,K5,amperios kilovoltios (reactivos)
product_uom_code_k6,K6,kilolitro
product_uom_code_ka,KA,pastel
product_uom_code_kb,KB,kilocharacter
product_uom_code_kba,KBA,kilobar
product_uom_code_kd,KD,kilogramo decimal
product_uom_code_kel,KEL,kelvin
product_uom_code_kf,KF,kilopacket
product_uom_code_kg,KG,barrilete
product_uom_code_kgm,KGM,kilogramo
product_uom_code_kgs,KGS,kilogramo por segundo
product_uom_code_khz,KHZ,kilohercio
product_uom_code_ki,KI,Kilogramo por milímetro de ancho
product_uom_code_kj,KJ,kilosegmento
product_uom_code_kjo,KJO,kilojoule
product_uom_code_kl,KL,kilogramo por metro
product_uom_code_kmh,KMH,kilómetro por hora
product_uom_code_kmk,KMK,kilometro cuadrado
product_uom_code_kmq,KMQ,kilogramo por metro cúbico
product_uom_code_kni,KNI,kilogramo de nitrógeno
product_uom_code_kns,KNS,kilogramo de sustancia nombrada
product_uom_code_knt,KNT,nudo
product_uom_code_ko,KO,Milliequivalencia de potasa cáustica por gramo de producto.
product_uom_code_kpa,KPA,kilopascal
product_uom_code_kph,KPH,kilogramo de hidróxido de potasio (potasa cáustica)
product_uom_code_kpo,KPO,kilogramo de óxido de potasio
product_uom_code_kpp,KPP,kilogramo de pentóxido de fósforo (anhídrido fosfórico)
product_uom_code_kr,KR,KilorÃ¶ntgen
product_uom_code_ks,KS,mil libras por pulgada cuadrada
product_uom_code_ksd,KSD,kilogramo de sustancia 90% seca
product_uom_code_ksh,KSH,kilogramo de hidróxido de sodio (soda cáustica)
product_uom_code_kt,KT,equipo
product_uom_code_ktm,KTM,kilómetro
product_uom_code_ktn,KTN,kilotonne
product_uom_code_kur,KUR,kilogramo de uranio
product_uom_code_kva,KVA,kilovoltio – ampere
product_uom_code_kvr,KVR,kilovar
product_uom_code_kvt,KVT,kilovoltio
product_uom_code_kw,KW,kilogramos por milímetro
product_uom_code_kwh,KWH,kilovatios hora
product_uom_code_kwt,KWT,kilovatio
product_uom_code_kx,KX,mililitro por kilogramo
product_uom_code_l2,L2,litro por minuto
product_uom_code_la,LA,libra por pulgada cúbica
product_uom_code_lbr,LBR,libra
product_uom_code_lbt,LBT,libra troy
product_uom_code_lc,LC,centímetro lineal
product_uom_code_ld,LD,litro por día
product_uom_code_le,LE,lite
product_uom_code_lef,LEF,hoja
product_uom_code_lf,LF,pie lineal
product_uom_code_lh,LH,hora de trabajo
product_uom_code_li,LI,pulgada lineal
product_uom_code_lj,LJ,spray grande
product_uom_code_lk,LK,enlazar
product_uom_code_lm,LM,metro lineal
product_uom_code_ln,LN,longitud
product_uom_code_lo,LO,mucho
product_uom_code_lp,LP,libra liquida
product_uom_code_lpa,LPA,litro de alcohol puro
product_uom_code_lr,LR,capa
product_uom_code_ls,LS,Suma global
product_uom_code_ltn,LTN,ton (Reino Unido) o longton (EE. UU.)
product_uom_code_ltr,LTR,litro
product_uom_code_lum,LUM,lumen
product_uom_code_lux,LUX,lux
product_uom_code_lx,LX,yarda lineal por libra
product_uom_code_ly,LY,yarda lineal
product_uom_code_m0,M0,cinta magnética
product_uom_code_m1,M1,miligramos por litro
product_uom_code_m4,M4,valor monetario
product_uom_code_m5,M5,microcurie
product_uom_code_m7,M7,micropulgada
product_uom_code_m9,M9,millones de Btu por 1000 pies cúbicos
product_uom_code_ma,MA,máquina por unidad
product_uom_code_mal,MAL,mega litro
product_uom_code_mam,MAM,megametro
product_uom_code_maw,MAW,megavatio
product_uom_code_mbe,MBE,mil equivalentes de ladrillo estándar
product_uom_code_mbf,MBF,mil pies de tabla
product_uom_code_mbr,MBR,milibar
product_uom_code_mc,MC,microgramo
product_uom_code_mcu,MCU,milicurie
product_uom_code_md,MD,aire seco tonelada métrica
product_uom_code_mf,MF,miligramo por pie cuadrado por lado
product_uom_code_mgm,MGM,miligramo
product_uom_code_mgm,MGM,megahercio
product_uom_code_mik,MIK,milla cuadrada
product_uom_code_mil,MIL,mil
product_uom_code_min,MIN,minuto
product_uom_code_mio,MIO,millón
product_uom_code_miu,MIU,millones de unidades internacionales
product_uom_code_mk,MK,miligramo por pulgada cuadrada
product_uom_code_mld,MLD,mil millones
product_uom_code_mlt,MLT,mililitro
product_uom_code_mmk,MMK,milímetro cuadrado
product_uom_code_mmq,MMQ,milímetro cúbico
product_uom_code_mmt,MMT,milímetro
product_uom_code_lun,LUN,mes
product_uom_code_mpa,MPA,megapascal
product_uom_code_mq,MQ,mil metros
product_uom_code_mqh,MQH,metro cúbico por hora
product_uom_code_mqs,MQS,metro cúbico por segundo
product_uom_code_msk,MSK,metro por segundo al cuadrado
product_uom_code_mt,MT,estera
product_uom_code_mtk,MTK,metro cuadrado
product_uom_code_mtq,MTQ,Metro cúbico
product_uom_code_mtr,MTR,metro
product_uom_code_mts,MTS,metro por segundo
product_uom_code_mv,MV,numero de mults
product_uom_code_mva,MVA,megavolt – ampere
product_uom_code_mwh,MWH,megavatios hora (1000 kW.h)
product_uom_code_n1,N1,calorías de la pluma
product_uom_code_n2,N2,número de líneas
product_uom_code_n3,N3,punto de impresión
product_uom_code_na,NA,miligramo por kilogramo
product_uom_code_nar,NAR,número de artículos
product_uom_code_nb,NB,barcaza
product_uom_code_nbb,NBB,número de bobinas
product_uom_code_nc,NC,coche
product_uom_code_ncl,NCL,número de celdas
product_uom_code_nd,ND,barril neto
product_uom_code_ne,NE,litro neto
product_uom_code_new,NEW,newton
product_uom_code_nf,NF,mensaje
product_uom_code_ng,NG,galón neto (nosotros)
product_uom_code_nh,NH,hora del mensaje
product_uom_code_ni,NI,galón imperial neto
product_uom_code_niu,NIU,número de unidades internacionales
product_uom_code_nj,NJ,número de pantallas
product_uom_code_nl,NL,carga
product_uom_code_mni,MNI,milla nautica
product_uom_code_nmp,NMP,número de paquetes
product_uom_code_nn,NN,entrenar
product_uom_code_npl,NPL,número de parcelas
product_uom_code_npr,NPR,numero de pares
product_uom_code_tnp,TNP,numero de partes
product_uom_code_nq,NQ,mho
product_uom_code_nr,NR,micromho
product_uom_code_nrl,NRL,número de rollos
product_uom_code_nt,NT,tonelada neta
product_uom_code_ntt,NTT,registro neto de toneladas
product_uom_code_nu,NU,medidor de newton
product_uom_code_nv,NV,vehículo
product_uom_code_nx,NX,parte por mil
product_uom_code_ny,NY,libra por aire seco tonelada métrica
product_uom_code_oa,OA,panel
product_uom_code_ohm,OHM,ohm
product_uom_code_en,EN,onza por yarda cuadrada
product_uom_code_onz,ONZ,onza
product_uom_code_op,OP,Dos paquetes
product_uom_code_ot,OT,hora extra
product_uom_code_onz,ONZ,onza av
product_uom_code_oza,OZA,onza líquida (US)
product_uom_code_ozi,OZI,onza líquida (Reino Unido)
product_uom_code_p0,P0,pagina – electronica
product_uom_code_p1,P1,por ciento
product_uom_code_p2,P2,libra por pie
product_uom_code_p3,P3,paquete de tres
product_uom_code_p4,P4,paquete de cuatro
product_uom_code_p5,P5,paquete de cinco
product_uom_code_p6,P6,paquete de seis
product_uom_code_p7,P7,paquete de siete
product_uom_code_p8,P8,paquete de ocho
product_uom_code_p9,P9,paquete de nueve
product_uom_code_pa,PA,paquete
product_uom_code_pal,PAL,pascal
product_uom_code_pb,PB,par de pulgadas
product_uom_code_pd,PD,almohadilla
product_uom_code_pe,PE,equivalente en libras
product_uom_code_pf,PF,palet (ascensor)
product_uom_code_pg,PG,plato
product_uom_code_pgl,PGL,galón de prueba
product_uom_code_pi,Pi,tono
product_uom_code_pk,PK,paquete
product_uom_code_pl,PL,cubo
product_uom_code_pm,PM,porcentaje de libra
product_uom_code_pn,PN,libra neta
product_uom_code_po,PO,libra por pulgada de longitud
product_uom_code_pq,PQ,página por pulgada
product_uom_code_pr,PR,par
product_uom_code_pd,PD,fuerza de libra por pulgada cuadrada
product_uom_code_pt,PT,pinta
product_uom_code_ptd,PTD,pinta seca
product_uom_code_pti,PTI,pinta (Reino Unido)
product_uom_code_ptl,PTL,pinta liquida (US)
product_uom_code_pu,PU,bandeja / paquete de bandeja
product_uom_code_pv,PV,media pinta (US)
product_uom_code_pw,PW,libra por pulgada de ancho
product_uom_code_py,PY,Peck Dry (US)
product_uom_code_pz,PZ,Peck Dry (Reino Unido)
product_uom_code_q3,Q3,comida
product_uom_code_qa,QA,página – facsímil
product_uom_code_qan,QAN,cuarto (de un año)
product_uom_code_qb,QB,página – copia impresa
product_uom_code_qd,QD,cuarto de docena
product_uom_code_qh,QH,un cuarto de hora
product_uom_code_qk,QK,cuarto de kilogramo
product_uom_code_qr,QR,mano de papel
product_uom_code_qt,QT,cuarto de galón (US)
product_uom_code_qtd,QTD,cuarto seco (EE. UU.)
product_uom_code_qti,QTI,cuarto de galón (Reino Unido)
product_uom_code_qtl,QTL,cuarto líquido (US)
product_uom_code_qtr,QTR,cuarto (UK)
product_uom_code_r1,R1,pica
product_uom_code_r4,R4,caloría
product_uom_code_r9,R9,mil metros cúbicos
product_uom_code_ra,RA,estante
product_uom_code_rd,RD,barra
product_uom_code_rg,RG,anillo
product_uom_code_rh,RH,hora de funcionamiento o de funcionamiento
product_uom_code_rk,RK,medida métrica rollo
product_uom_code_rl,RL,carrete
product_uom_code_rm,RM,resma
product_uom_code_rn,RN,medida métrica de resma
product_uom_code_ro,RO,rodar
product_uom_code_rp,RP,libra por resma
product_uom_code_rpm,RPM,revoluciones por minuto
product_uom_code_rps,RPS,revoluciones por segundo
product_uom_code_rs,RS,Reiniciar
product_uom_code_rt,RT,ingreso tonelada milla
product_uom_code_ru,RU,correr
product_uom_code_s3,S3,pie cuadrado por segundo
product_uom_code_s4,S4,metro cuadrado por segundo
product_uom_code_s5,S5,sesenta cuartos de pulgada
product_uom_code_s6,S6,sesión
product_uom_code_s7,S7,unidad de almacenamiento
product_uom_code_s8,S8,unidad de publicidad estándar
product_uom_code_sa,SA,saco
product_uom_code_san,SAN,medio año (6 meses)
product_uom_code_ocs,OCS,Puntuación
product_uom_code_scr,SCR,escrúpulo
product_uom_code_sd,SD,libra solida
product_uom_code_se,SE,sección
product_uom_code_sec,SEC,segundo
product_uom_code_set,SET,conjunto
product_uom_code_sg,SG,segmento
product_uom_code_sht,SHT,tonelada de envío
product_uom_code_sie,SIE,siemens
product_uom_code_sk,SK,camión cisterna dividido
product_uom_code_sl,SL,hoja de deslizamiento
product_uom_code_smi,SMI,milla (milla estatutaria)
product_uom_code_sn,SN,varilla cuadrada
product_uom_code_so,SO,carrete
product_uom_code_sp,SP,paquete de estante
product_uom_code_sq,SQ,cuadrado
product_uom_code_sr,SR,tira
product_uom_code_ss,SS,hoja métrica medida
product_uom_code_sst,SST,corto estándar (7200 partidos)
product_uom_code_st,ST,hoja
product_uom_code_its,ITS,piedra (Reino Unido)
product_uom_code_stn,STN,tonelada (US) o tonelada corta (UK / US)
product_uom_code_sv,SV,patinar
product_uom_code_so,SO,madeja
product_uom_code_sx,SX,envío
product_uom_code_t0,T0,Línea de telecomunicaciones en servicio.
product_uom_code_t1,T1,mil libras brutas
product_uom_code_t3,T3,mil piezas
product_uom_code_t4,T4,bolsa de mil
product_uom_code_t5,T5,caja de mil
product_uom_code_t6,T6,mil galones (US)
product_uom_code_t7,T7,mil impresiones
product_uom_code_t8,T8,mil pulgadas lineales
product_uom_code_ta,TA,décimo pie cúbico
product_uom_code_tah,TAH,Kiloampere hora (mil amperios hora)
product_uom_code_tc,TC,camion
product_uom_code_td,TD,termia
product_uom_code_te,TE,totalizador
product_uom_code_tf,TF,diez metros cuadrados
product_uom_code_ti,TI,mil pulgadas cuadradas
product_uom_code_tj,TJ,mil centímetros cuadrados
product_uom_code_tk,TK,"tanque, rectangular"
product_uom_code_tl,TL,mil pies (lineales)
product_uom_code_tn,TN,estaño
product_uom_code_tne,TNE,tonelada (tonelada métrica)
product_uom_code_tp,TP,paquete de diez
product_uom_code_tpr,TPR,diez pares
product_uom_code_tq,TQ,mil pies
product_uom_code_tqd,TQD,mil metros cúbicos por día
product_uom_code_tr,TR,diez pies cuadrados
product_uom_code_trl,TRL,trillón (EUR)
product_uom_code_ts,TS,mil pies cuadrados
product_uom_code_tsd,TSD,tonelada de sustancia 90% seca
product_uom_code_tsh,TSH,tonelada de vapor por hora
product_uom_code_tt,TT,mil metros lineales
product_uom_code_tu,TU,tubo
product_uom_code_tv,TV,mil kilogramos
product_uom_code_tw,TW,mil hojas
product_uom_code_ty,TY,"tanque, cilíndrico"
product_uom_code_u1,U1,tratamiento
product_uom_code_u2,U2,tableta
product_uom_code_ua,UA,torr
product_uom_code_ub,UB,Línea de telecomunicaciones en servicio promedio.
product_uom_code_uc,UC,puerto de telecomunicaciones
product_uom_code_ud,UD,décimo minuto
product_uom_code_ue,UE,décima hora
product_uom_code_uf,UF,uso por línea de telecomunicación promedio
product_uom_code_uh,UH,diez mil yardas
product_uom_code_um,UM,millones de unidades
product_uom_code_va,VA,voltio amperio por kilogramo
product_uom_code_vi,VI,frasco
product_uom_code_vlt,VLT,voltio
product_uom_code_vq,VQ,abultar
product_uom_code_vs,VS,visitar
product_uom_code_w2,W2,kilo mojado
product_uom_code_w4,W4,dos semanas
product_uom_code_wa,WA,vatio por kilogramo
product_uom_code_wb,WB,libra mojada
product_uom_code_wcd,WCD,cable
product_uom_code_we,WE,tonelada mojada
product_uom_code_web,WEB,weber
product_uom_code_wee,WEE,semana
product_uom_code_wg,WG,galon de vino
product_uom_code_wh,WH,rueda
product_uom_code_whr,WHR,vatios hora
product_uom_code_wi,WI,peso por pulgada cuadrada
product_uom_code_wm,WM,mes de trabajo
product_uom_code_wr,WR,envolver
product_uom_code_wsd,WSD,estándar
product_uom_code_wtt,WTT,vatio
product_uom_code_ww,WW,mililitro de agua
product_uom_code_x1,X1,cadena
product_uom_code_ydk,YDK,yarda cuadrada
product_uom_code_ydq,YDQ,Yarda cúbica
product_uom_code_yl,YL,cien yardas lineales
product_uom_code_yrd,YRD,yarda
product_uom_code_yt,YT,diez yardas
product_uom_code_z1,Z1,van de elevación
product_uom_code_z2,Z2,pecho
product_uom_code_z3,Z3,barril
product_uom_code_z4,Z4,pipa
product_uom_code_z5,Z5,arrastrar
product_uom_code_z6,Z6,punto de conferencia
product_uom_code_z8,Z8,línea de noticias de ágata
product_uom_code_zp,ZP,página
product_uom_code_zz,ZZ,mutuamente definido
